Number of true negative reads: 1857.

id	correct_species_taxid	correct_genus_taxid	script_species_taxid	script_genus_taxid
d3171227-aba7-245d-f827-8715f386bb0c	-	-	*	*
d439aecf-df05-b977-bd5a-cb3f8aac2091	-	-	*	*
c6aedcfd-a859-fe55-8477-a9df75084526	-	-	*	*
afa60229-fd38-f867-b2ff-256d51ab697e	-	-	*	*
26f854f2-9887-cf7d-2273-74218b5513d5	-	-	*	*
1f998af2-3b43-21a1-7ffa-aee409361528	-	-	*	*
b383fbdd-4c7f-15eb-2f45-fe37689a7bdd	-	-	*	*
cea261e3-43f1-f3a4-be4a-9cb941532280	-	-	*	*
25249f17-0758-b60c-8360-a457febf1a33	-	-	*	*
62617800-97a0-d299-9dc5-d792d2934a1f	-	-	*	*
3576dcda-50c2-9c73-392d-daee2e550636	-	-	*	*
99e90aa0-4185-c1ff-bcbb-863a4b666fc3	-	-	*	*
eb6346e9-b69a-c1a9-ba12-0e4d3dbe01ce	-	-	*	*
ec326284-fe76-f20b-c9b4-95aae912c159	-	-	*	*
da9f6bf6-e8ef-4b55-c0ac-5c45de909771	-	-	*	*
f6c1fecc-4bca-4c26-9447-471ab4b8227d	-	-	*	*
76cad272-1bb8-05dc-74a6-11c5c23da6de	-	-	*	*
aad255c3-c8ef-e217-7b69-52b786d9f2de	-	-	*	*
1ec1364a-6cd9-525d-29c8-bc604ef41e0a	-	-	*	*
11b63340-165c-fb26-0f2c-6b7fab1d5682	-	-	*	*
264c7b04-0844-b47a-1630-ffb74cb54015	-	-	*	*
b90d4f1b-528d-aba4-f9e7-46d9d80a7ce3	-	-	*	*
d2cc059c-6b08-eae7-4bf4-1117592cd8e7	-	-	*	*
8bd13201-df6c-8dbc-e793-797c5ba2e176	-	-	*	*
5c0daa76-1f9a-b9a9-7e43-1d655d4558fe	-	-	*	*
40db8a3d-b8f0-e63f-6f5b-c13b27916a84	-	-	*	*
4f42381b-1bb2-5708-2f2b-ad6075abec99	-	-	*	*
18cbf639-4803-cda5-9764-a9b1c81a5353	-	-	*	*
fc6b02c4-13ab-907d-d9d6-fa2a149e15a0	-	-	*	*
30240772-5d0a-559e-f372-e60450130f5f	-	-	*	*
99b3a333-d96a-3a95-04c1-f9cf7c58753c	-	-	*	*
ed5b5f74-c389-7b5d-4f98-e3bdccf9faf3	-	-	*	*
7bf96451-7c0c-25aa-032f-42b4ab31cfab	-	-	*	*
6bfe10e3-ebc2-59e1-5514-92a003d82856	-	-	*	*
b1586833-15c6-00fb-ec5b-08225abbf655	-	-	*	*
9d7076bd-360e-8985-1048-4f348521960d	-	-	*	*
0a970909-4ff6-2150-ce77-fd69f9212559	-	-	*	*
30f41812-1bf1-b081-47f8-ff595b7c43d2	-	-	*	*
