Number of false negative reads: 1999.

id	correct_species_taxid	kreken_species_taxid
dbe1254d-1170-083f-e4dc-000431bbc909	1423	*
117051a6-bdcb-6024-ff0f-1d3739e123ab	287	*
e8e8a745-5e06-91eb-396d-38616d5d94b8	287	*
770edc56-8de6-b293-9576-b24856ad03b6	562	*
a54eac67-ff41-75fa-ebbb-8fe0480e373d	28901	*
e3723fc1-2b9d-c2c1-22fe-b70708a4ebcf	1423	*
4525b320-9254-2907-e2b4-bd2672c0913c	1351	*
08a591b7-05e0-5ad5-c0a8-2024d35059e9	1613	*
ec4ac4e5-a92c-db72-3d02-a963199170fb	562	*
e3c5617b-8901-b8db-4ef4-8e099532c602	1423	*
82639cd7-3667-bcc2-8d63-7faf5a2b6bf2	1351	*
09120ca2-8b80-3777-3595-3076b00e6045	562	*
064ae67b-5c6b-2b7b-579a-6f46dbc0c9a0	287	*
b43fc1d1-8639-0f75-eddb-80297e5d66b9	1423	*
74770a6e-e043-e85a-afff-089a0b0980bb	562	*
7396f002-cc82-c9f1-5452-7e558463e4c1	287	*
58274ffc-2ce3-1c8f-66ab-a0b0c3411161	28901	*
f91a17d4-ba67-fda7-1cf0-a70613d3f590	287	*
2a632b77-0164-2eb5-b916-7cc7628a2961	1351	*
f6176abe-fb21-3019-6fd5-9cb87264ef89	28901	*
9fc10e87-bcc3-add7-1702-409d3908e505	562	*
ee36e4bc-34b9-c4e8-803c-d95d85010768	1280	*
ae09f5ad-5577-fcc2-7025-cb7b64932882	1423	*
0f8c5adf-eb15-b217-18b0-d927eb7c80ad	28901	*
dd2c33bc-afac-5ed7-9e23-92a66aad5976	562	*
59e8f8f7-8b95-61e1-97ed-1924a5ac8de3	28901	*
bd7210cc-24f8-cf25-708d-ad371072419e	562	*
a4179edd-d9f6-cb73-5297-1c7aaa4d0004	1351	*
df939484-6a26-b5fb-c6be-b92035e8133e	562	*
0dd2d9bc-6bec-35b4-8ba1-f50dd2c0ebc1	1423	*
5326f4bf-50fc-2210-48c6-d8da00063207	287	*
b39f8a2c-2f6a-7b05-6e17-b126f6ec0089	287	*
2869db77-9827-91ff-8301-4a7c7a86d1a5	28901	*
1c4b3248-fe9c-9e60-b3ef-ac0f49ded515	562	*
ab309c28-b214-aee6-45b9-22f49cf80abe	287	*
b6cdd44b-d05b-1b55-c699-05d76af7dfbf	28901	*
4232816c-b762-86d5-c3f9-5385d7a3397d	1351	*
322938db-f7bd-2090-b63f-8017fef12344	287	*
e564b01d-1573-9b17-38e4-aaa07d5ce339	287	*
6c8139ef-64a3-33eb-b0c8-1f974a31f74e	1613	*
16d9c4de-5da9-d116-0d44-2388f3c48bc1	562	*
282ed04a-9b1d-f779-597d-d1e2e56f8d41	562	*
585b8a08-71cf-03a4-233d-545bf6201ba2	1639	*
020e97b3-e490-7e1d-ad61-2c664d1b5424	1280	*
a0c37a21-74fb-a952-f3f7-a52155e009dc	28901	*
d1747c2d-c5bf-4634-2596-edba054e1884	28901	*
1ff523d9-de04-1799-7d91-72852d6b2a70	1351	*
056b6656-bd3b-0909-ab31-0b9e533ad645	287	*
7f37f562-3df9-699b-3eae-ac46627868d3	1423	*
0bbeeab8-000e-130f-0de5-c49cc243b450	562	*
9a3eba76-8801-1ff7-3fb9-52460f592a37	28901	*
56d30551-b745-1d73-d4a8-59b630ead192	287	*
1c270042-7fab-cc59-d99d-7cc1ec4d61bb	1423	*
551c2ff9-39fd-45b8-c4bb-4ddc8f75ddc0	1351	*
0625827c-b2b5-7584-d13b-63356272f8ee	562	*
5f049ea6-9886-b3ea-f19a-a6104b8c65a0	562	*
3ef82f72-2cce-005f-e038-4d4e419eb895	1613	*
bb79db4d-4a0c-5067-ccd6-9ef86a246079	287	*
929a8d58-cebc-ca29-5bad-b8f137871d99	28901	*
d0a31efc-0ac6-c14e-7a8f-d461a0aaabcf	287	*
8492d371-36c6-75c7-a79e-170952ff7ef6	1613	*
4b821ea5-f0ca-8603-9485-83eef36d5178	28901	*
53297341-bb17-ab85-e79d-2deae60e6e4a	1613	*
9862f761-67a0-ee8c-140f-15924d113b20	28901	*
7467bf80-f79e-7d43-7b62-c040df85a49e	562	*
d74231e7-69d6-b61e-8278-83af7a178d53	562	*
ba02bbba-b66f-86f1-6573-0d0b1e7e4be2	287	*
dadbd1e8-d4ea-9f2b-4f0d-ef3746278d3a	562	*
5efa75eb-bc0c-82b8-fd76-89367d81e873	28901	*
906ae4fc-c515-f635-a79f-a0b2f58e0233	562	*
64ee6da7-c718-bfc9-0f07-7f431c9c81d0	1280	*
f082546e-0585-50a2-a60d-5ef197304d34	287	*
63264ef7-7475-41a6-0ce8-1a5cf6c90dfa	562	*
1b27808e-9e81-c76a-f47a-944dcb9beeb0	1423	*
8288b6ad-90e3-c803-803a-7bff7382a909	287	*
a30fbf77-1c40-3a81-a369-af6d51a0c000	1351	*
070ab231-d4f0-f399-f907-1307fcac4f85	287	*
662c3a5a-00b4-5ce5-359f-5105006a2da9	562	*
b97adb31-7530-fdfc-5f3a-03a832471fae	287	*
c1d3550e-5408-1753-0049-63aeba882703	1639	*
8e5a0bf8-36e4-acc1-7f9e-8e1936629e4f	1423	*
f82af1a5-4f87-36c2-c127-05fa7b959be5	1423	*
e6a753cc-06ed-b4c2-fc68-d4bc97a8a1dd	1280	*
65b080d5-731a-7dba-2410-44d88c332c79	1639	*
ef775647-9935-4f7c-5450-63171a16b4d1	28901	*
2147d707-9d81-dd1e-26dc-72602107ee4c	1280	*
870b09e3-d792-0421-60cf-97bbe272493b	28901	*
34779037-e142-8b7c-d15b-52c5afc61f3e	1639	*
c0bf5838-12a6-e0ff-2919-ef79c28f1642	287	*
8fb103a2-6f8c-4df4-eabb-24602a3a7912	562	*
22a10afc-3071-44e6-141d-0e158234473b	287	*
3d59992d-72b5-a571-df80-548f4fa6a985	1423	*
b89fc59a-4719-dddd-d92c-f6a7bf3e2d36	1423	*
f4299576-613c-a5d2-bda6-9ad8f0f19244	28901	*
126a1068-d96a-1b63-324b-881828ab56a4	1280	*
9c5bafaf-11fe-27dd-7d3d-b8b9634b82b0	1613	*
6288e81f-1f66-9663-0fc8-071dac8fe183	1639	*
35abbb04-7f82-0846-1d44-7e3a1bfd9701	562	*
f2c19722-f80c-c404-05f6-e815145d7e4f	1351	*
d4a92c4f-5fc0-b83d-83b5-c3d30c176f3b	1423	*
5be3e36d-6887-e3c2-9cb0-1f5ce0da1dbf	28901	*
a2ac5059-608a-0696-77c0-258f12f27f7b	28901	*
1cfcd669-ee2a-0cb1-95a9-e09130c8d840	1351	*
61ef4692-433d-5b8b-2553-25229b881655	287	*
